/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_1.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_2.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_3.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_4.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_5.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_6.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_7.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_8.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_9.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_10.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_11.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_12.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_13.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_14.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_15.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_16.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_17.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_18.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_19.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_20.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_21.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_22.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_23.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_24.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_25.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_26.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_27.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_28.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_29.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_30.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_31.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_32.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_33.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_34.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_35.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_36.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_37.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_38.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_39.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_40.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_41.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_42.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_43.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_44.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_45.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_46.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_47.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_48.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_49.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_50.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_51.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_52.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_53.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_54.jpeg,다
/data/home/kspook/tensorflow-hangul-recognition-master/tools/../image-data/hangul-images/hangul_55.jpeg,다
